number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000336,Resolved,true,0,0,6,true,Caller 387,Opened by  433,29/2/2016 15:03,?,?,Updated by 713,10/3/2016 17:27,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,10/3/2016 17:27,24/3/2016 18:50
INC0000336,Closed,false,0,0,7,false,Caller 387,Opened by  433,29/2/2016 15:03,?,?,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,10/3/2016 17:27,24/3/2016 18:50
INC0000337,Awaiting User Info,true,0,0,0,true,Caller 1895,Opened by  433,29/2/2016 15:07,?,?,Updated by 908,29/2/2016 15:07,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,30/5/2016 12:23,4/6/2016 13:07
INC0000337,Resolved,true,0,0,32,true,Caller 1895,Opened by  433,29/2/2016 15:07,?,?,Updated by 713,30/5/2016 12:23,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 158,30/5/2016 12:23,4/6/2016 13:07
INC0000337,Closed,false,0,0,33,false,Caller 1895,Opened by  433,29/2/2016 15:07,?,?,Updated by 908,4/6/2016 13:07,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 158,30/5/2016 12:23,4/6/2016 13:07
INC0000338,Awaiting User Info,true,0,0,0,true,Caller 4162,Opened by  433,29/2/2016 15:10,?,?,Updated by 908,29/2/2016 15:10,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59
INC0000338,Awaiting User Info,true,0,0,13,true,Caller 4162,Opened by  433,29/2/2016 15:10,?,?,Updated by 713,5/4/2016 14:16,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59
INC0000338,Awaiting User Info,true,0,0,14,true,Caller 4162,Opened by  433,29/2/2016 15:10,?,?,Updated by 713,5/4/2016 14:18,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59
INC0000338,Resolved,true,0,0,15,true,Caller 4162,Opened by  433,29/2/2016 15:10,?,?,Updated by 713,5/4/2016 14:18,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59
INC0000338,Closed,false,0,0,16,false,Caller 4162,Opened by  433,29/2/2016 15:10,?,?,Updated by 908,10/4/2016 14:59,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59
INC0000339,New,true,0,0,0,true,Caller 3056,Opened by  386,29/2/2016 15:12,Created by 167,29/2/2016 15:20,Updated by 723,29/2/2016 15:20,Phone,Location 51,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 62,29/2/2016 16:17,5/3/2016 17:00
INC0000339,Resolved,true,0,0,1,true,Caller 3056,Opened by  386,29/2/2016 15:12,Created by 167,29/2/2016 15:20,Updated by 241,29/2/2016 16:17,Phone,Location 51,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 62,29/2/2016 16:17,5/3/2016 17:00
INC0000339,Closed,false,0,0,2,true,Caller 3056,Opened by  386,29/2/2016 15:12,Created by 167,29/2/2016 15:20,Updated by 908,5/3/2016 17:00,Phone,Location 51,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 62,29/2/2016 16:17,5/3/2016 17:00
INC0000341,Awaiting User Info,true,0,0,0,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 908,29/2/2016 15:13,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Active,true,0,0,7,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 44,21/3/2016 11:58,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Active,true,0,0,8,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 486,21/3/2016 12:09,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Active,true,0,0,9,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 486,21/3/2016 12:09,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,true,true,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Awaiting User Info,true,0,0,10,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 804,21/3/2016 13:29,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,true,true,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Awaiting User Info,true,0,0,60,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 70,2/8/2016 14:33,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,true,true,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Resolved,true,0,0,61,true,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 70,2/8/2016 14:33,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,true,true,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Closed,false,0,0,62,false,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 908,7/8/2016 15:00,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,true,true,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000343,Active,true,0,0,0,true,Caller 409,Opened by  381,29/2/2016 15:14,Created by 158,29/2/2016 15:20,Updated by 695,29/2/2016 15:20,Phone,Location 204,Category 45,Subcategory 88,Symptom 314,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 165,22/12/2016 09:31,27/12/2016 10:00
INC0000343,Awaiting User Info,true,0,0,4,true,Caller 409,Opened by  381,29/2/2016 15:14,Created by 158,29/2/2016 15:20,Updated by 695,29/2/2016 15:44,Phone,Location 204,Category 45,Subcategory 88,Symptom 314,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 165,22/12/2016 09:31,27/12/2016 10:00
INC0000343,Awaiting User Info,true,0,0,44,true,Caller 409,Opened by  381,29/2/2016 15:14,Created by 158,29/2/2016 15:20,Updated by 695,27/6/2016 11:43,Phone,Location 204,Category 45,Subcategory 88,Symptom 314,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 165,22/12/2016 09:31,27/12/2016 10:00
INC0000343,Resolved,true,0,0,105,true,Caller 409,Opened by  381,29/2/2016 15:14,Created by 158,29/2/2016 15:20,Updated by 695,22/12/2016 09:31,Phone,Location 204,Category 45,Subcategory 88,Symptom 314,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,false,true,Do Not Notify,?,?,?,?,code 1,Resolved by 165,22/12/2016 09:31,27/12/2016 10:00
INC0000343,Closed,false,0,0,106,false,Caller 409,Opened by  381,29/2/2016 15:14,Created by 158,29/2/2016 15:20,Updated by 908,27/12/2016 10:00,Phone,Location 204,Category 45,Subcategory 88,Symptom 314,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,false,true,Do Not Notify,?,?,?,?,code 1,Resolved by 165,22/12/2016 09:31,27/12/2016 10:00
INC0000345,New,true,0,0,0,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 573,29/2/2016 15:20,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,New,true,0,0,1,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 653,29/2/2016 15:49,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,New,true,1,0,2,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 653,29/2/2016 15:50,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,New,true,2,0,3,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 809,1/3/2016 00:01,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,New,true,2,0,4,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 809,1/3/2016 00:02,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,New,true,2,0,5,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 265,1/3/2016 08:47,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,New,true,2,0,6,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 507,1/3/2016 16:00,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,Resolved,true,2,0,7,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 507,1/3/2016 16:00,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000345,Closed,false,2,0,8,true,Caller 3864,Opened by  301,29/2/2016 15:17,Created by 129,29/2/2016 15:20,Updated by 908,6/3/2016 17:00,Phone,Location 93,Category 24,Subcategory 164,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 121,1/3/2016 16:00,6/3/2016 17:00
INC0000346,Active,true,0,0,0,true,Caller 369,Opened by  433,29/2/2016 15:17,?,?,Updated by 908,29/2/2016 15:17,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/4/2016 09:45,4/5/2016 10:07
INC0000346,Awaiting User Info,true,0,0,1,true,Caller 369,Opened by  433,29/2/2016 15:17,?,?,Updated by 804,29/2/2016 15:23,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/4/2016 09:45,4/5/2016 10:07
INC0000346,Awaiting User Info,true,0,0,21,true,Caller 369,Opened by  433,29/2/2016 15:17,?,?,Updated by 713,29/4/2016 08:03,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/4/2016 09:45,4/5/2016 10:07
INC0000346,Resolved,true,0,0,23,true,Caller 369,Opened by  433,29/2/2016 15:17,?,?,Updated by 713,29/4/2016 09:45,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/4/2016 09:45,4/5/2016 10:07
INC0000346,Closed,false,0,0,24,false,Caller 369,Opened by  433,29/2/2016 15:17,?,?,Updated by 908,4/5/2016 10:07,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 158,29/4/2016 09:45,4/5/2016 10:07
INC0000347,New,true,0,0,0,true,Caller 3155,Opened by  386,29/2/2016 15:21,Created by 167,29/2/2016 15:27,Updated by 723,29/2/2016 15:27,Phone,Location 51,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 183,3/3/2016 09:14,8/3/2016 10:00
INC0000347,New,true,0,0,1,true,Caller 3155,Opened by  386,29/2/2016 15:21,Created by 167,29/2/2016 15:27,Updated by 718,2/3/2016 12:24,Phone,Location 51,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 183,3/3/2016 09:14,8/3/2016 10:00
INC0000347,Awaiting Problem,true,0,0,2,true,Caller 3155,Opened by  386,29/2/2016 15:21,Created by 167,29/2/2016 15:27,Updated by 718,2/3/2016 12:25,Phone,Location 51,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 183,3/3/2016 09:14,8/3/2016 10:00
INC0000347,Resolved,true,0,0,3,true,Caller 3155,Opened by  386,29/2/2016 15:21,Created by 167,29/2/2016 15:27,Updated by 789,3/3/2016 09:14,Phone,Location 51,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 183,3/3/2016 09:14,8/3/2016 10:00
INC0000347,Closed,false,0,0,4,true,Caller 3155,Opened by  386,29/2/2016 15:21,Created by 167,29/2/2016 15:27,Updated by 908,8/3/2016 10:00,Phone,Location 51,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 4,Resolved by 183,3/3/2016 09:14,8/3/2016 10:00
INC0000348,Active,true,0,0,0,true,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 695,29/2/2016 15:27,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000348,Active,true,0,0,2,true,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 695,29/2/2016 15:29,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000348,Awaiting User Info,true,0,0,3,true,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 695,29/2/2016 15:43,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000348,Awaiting User Info,true,0,0,6,true,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 695,8/3/2016 15:04,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000348,Active,true,0,0,18,true,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 695,12/4/2016 09:04,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000348,Resolved,true,0,0,21,true,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 695,18/4/2016 09:44,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,true,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000348,Closed,false,0,0,22,false,Caller 3972,Opened by  381,29/2/2016 15:22,Created by 158,29/2/2016 15:27,Updated by 908,23/4/2016 10:07,Phone,Location 224,Category 45,Subcategory 88,Symptom 270,?,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,true,true,Do Not Notify,?,CHG0000507,?,?,code 6,Resolved by 165,18/4/2016 09:44,23/4/2016 10:07
INC0000351,Active,true,0,0,0,true,Caller 3038,Opened by  433,29/2/2016 15:24,?,?,Updated by 908,29/2/2016 15:24,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 184,21/3/2016 16:11,26/3/2016 16:59
INC0000351,Awaiting User Info,true,0,0,1,true,Caller 3038,Opened by  433,29/2/2016 15:24,?,?,Updated by 804,29/2/2016 15:27,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 184,21/3/2016 16:11,26/3/2016 16:59
INC0000351,Resolved,true,0,0,10,true,Caller 3038,Opened by  433,29/2/2016 15:24,?,?,Updated by 804,21/3/2016 16:11,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 184,21/3/2016 16:11,26/3/2016 16:59
INC0000351,Closed,false,0,0,11,false,Caller 3038,Opened by  433,29/2/2016 15:24,?,?,Updated by 908,26/3/2016 16:59,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 184,21/3/2016 16:11,26/3/2016 16:59
INC0000352,Resolved,true,0,0,0,true,Caller 4539,Opened by  55,29/2/2016 15:27,?,?,Updated by 908,29/2/2016 15:27,Phone,Location 36,Category 32,Subcategory 9,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 27,?,5/3/2016 17:00
INC0000352,Closed,false,0,0,1,true,Caller 4539,Opened by  55,29/2/2016 15:27,?,?,Updated by 908,5/3/2016 17:00,Phone,Location 36,Category 32,Subcategory 9,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 27,?,5/3/2016 17:00
INC0000353,Resolved,true,0,0,0,true,Caller 3056,Opened by  386,29/2/2016 15:27,?,?,Updated by 908,29/2/2016 15:27,Phone,Location 51,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 2,Resolved by 169,?,5/3/2016 16:00
INC0000353,Closed,false,0,0,1,true,Caller 3056,Opened by  386,29/2/2016 15:27,?,?,Updated by 908,5/3/2016 16:00,Phone,Location 51,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 2,Resolved by 169,?,5/3/2016 16:00
INC0000355,New,true,0,0,0,true,Caller 599,Opened by  221,29/2/2016 15:30,Created by 98,29/2/2016 15:32,Updated by 429,29/2/2016 15:32,Phone,Location 51,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 167,3/3/2016 11:54,8/3/2016 12:00
INC0000355,Awaiting User Info,true,0,0,1,true,Caller 599,Opened by  221,29/2/2016 15:30,Created by 98,29/2/2016 15:32,Updated by 718,2/3/2016 12:37,Phone,Location 51,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 167,3/3/2016 11:54,8/3/2016 12:00
INC0000355,Active,true,0,0,2,true,Caller 599,Opened by  221,29/2/2016 15:30,Created by 98,29/2/2016 15:32,Updated by 718,2/3/2016 16:27,Phone,Location 51,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 167,3/3/2016 11:54,8/3/2016 12:00
INC0000355,Resolved,true,0,0,3,true,Caller 599,Opened by  221,29/2/2016 15:30,Created by 98,29/2/2016 15:32,Updated by 718,3/3/2016 11:54,Phone,Location 51,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 167,3/3/2016 11:54,8/3/2016 12:00
INC0000355,Closed,false,0,0,4,true,Caller 599,Opened by  221,29/2/2016 15:30,Created by 98,29/2/2016 15:32,Updated by 908,8/3/2016 12:00,Phone,Location 51,Category 61,Subcategory 16,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 167,3/3/2016 11:54,8/3/2016 12:00
INC0000356,New,true,0,0,0,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 573,29/2/2016 15:38,Phone,Location 136,Category 53,Subcategory 303,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,New,true,0,0,1,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 746,1/3/2016 01:40,Phone,Location 136,Category 53,Subcategory 303,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,New,true,1,0,2,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 750,1/3/2016 12:29,Phone,Location 136,Category 53,Subcategory 303,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,New,true,1,0,5,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 957,7/3/2016 16:43,Phone,Location 136,Category 53,Subcategory 303,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,New,true,2,0,6,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 957,7/3/2016 16:43,Phone,Location 136,Category 53,Subcategory 303,Symptom 382,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,New,true,3,0,7,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 111,7/3/2016 18:37,Phone,Location 136,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,New,true,3,0,8,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 957,8/3/2016 08:52,Phone,Location 136,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
INC0000356,Resolved,true,3,0,9,true,Caller 4214,Opened by  301,29/2/2016 15:32,Created by 129,29/2/2016 15:38,Updated by 957,8/3/2016 08:52,Phone,Location 136,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 221,8/3/2016 08:52,24/3/2016 18:40
